OID_,Join_Count,TARGET_FID,Unique_ID,Lat,Long,Date,Site_name,Date_1,Sex,L_HW_mm,L_FW_mm,Total_Length_mm,Metathoracic_Femur_Length_mm,F___12,Metathoracic_Femur_Length_mm_1,OBJECTID_1,HUC_8,HUC_10,HUC_12,ACRES,NCONTRB_A,HU_10_GNIS,HU_12_GNIS,HU_10_NAME,HU_10_MOD,HU_10_TYPE,HU_12_DS,HU_12_NAME,HU_12_MOD,HU_12_TYPE,META_ID,STATES,GlobalID,SHAPE_Leng,GAZ_ID
54,1,54,F-46,30.731188000000000,-86.801224000000005,27124,FL: Santa Rosa Co.,Riley Spring Branch,female,25.87,24.89,39.869999999999997,6.89,NA,,174647,03140104,0314010402,031401040205,22464.877215000000433,0.000000000000000, , ,Blackwater River,NM,S,031401040304,Ninemile Creek-Blackwater River,NM,S,AL08,FL,{182D5BE4-240E-48AE-827E-8B91C2724DAD},0.501062969132000,-448506
55,1,55,F-47,30.731188000000000,-86.801224000000005,27124,FL: Santa Rosa Co.,Riley Spring Branch,male,23.89,25.69,39.399999999999999,7.25,NA,,174647,03140104,0314010402,031401040205,22464.877215000000433,0.000000000000000, , ,Blackwater River,NM,S,031401040304,Ninemile Creek-Blackwater River,NM,S,AL08,FL,{182D5BE4-240E-48AE-827E-8B91C2724DAD},0.501062969132000,-448506
56,1,56,F-44,30.426304999999999,-85.295137999999994,27138,FL: Calhoun Co.,Juniper Creek at Hwy 20,male,22.03,23.09,37.409999999999997,6.76,NA,,230518,03130012,0313001205,031300120505,36414.688517800001136,0.000000000000000, , ,Tenmile Creek-Chipola River,NM,S,031300120504,Juniper Creek-Chipola River,NM,S,FL01,FL,{3717A947-394D-4E8A-8A03-05F6FB9CB61A},0.892268555881000,-449540
57,1,57,F-45,30.426304999999999,-85.295137999999994,27138,FL: Calhoun Co.,Juniper Creek at Hwy 20,female,23.01,24.54,39.090000000000003,6.29,NA,,230518,03130012,0313001205,031300120505,36414.688517800001136,0.000000000000000, , ,Tenmile Creek-Chipola River,NM,S,031300120504,Juniper Creek-Chipola River,NM,S,FL01,FL,{3717A947-394D-4E8A-8A03-05F6FB9CB61A},0.892268555881000,-449540
58,1,58,F-57,30.680869000000001,-87.131867999999997,27554,FL: Santa Rosa Co.,"Pond Creek, Hwy 191",male,24.14,25.33,38.600000000000001,6.55,NA,,174646,03140104,0314010405,031401040502,30968.872870100000000,0.000000000000000, , ,Pond Creek-Blackwater River,NM,S,031401040503,Lower Pond Creek-Blackwater River,NM,S,AL08,FL,{37A931C2-96A6-4BC2-8852-5912BC637E7B},0.669883121917000,-448505
59,1,59,F-133,30.779164000000002,-87.170148999999995,28937,FL: Santa Rosa Co.,Pond Creek at Route 182,female,24.68,27.25,40.759999999999998,7.5,NA,,174661,03140104,0314010405,031401040501,31384.542962300001818,0.000000000000000, , ,Pond Creek-Blackwater River,NM,S,031401040502,Upper Pond Creek-Blackwater River,NM,S,AL08,FL,{AD3E8AC1-CF2C-42D1-AC78-6E0AE536897B},0.586818376938000,-448520
60,1,60,F-134,30.779164000000002,-87.170148999999995,28937,FL: Santa Rosa Co.,Pond Creek at Route 182,male,24.16,25.5,40.890000000000001,7.15,NA,,174661,03140104,0314010405,031401040501,31384.542962300001818,0.000000000000000, , ,Pond Creek-Blackwater River,NM,S,031401040502,Upper Pond Creek-Blackwater River,NM,S,AL08,FL,{AD3E8AC1-CF2C-42D1-AC78-6E0AE536897B},0.586818376938000,-448520
61,1,61,F-01,30.895630000000001,-86.302750000000003,28938,FL: Walton Co.,Long Creek at Hwy 2,male,23.79,25.48,41.289999999999999,6.92,NA,,174680,03140103,0314010306,031401030604,18706.199793399999180,0.000000000000000, , ,Pond Creek-Shoal River,NM,S,031401030605,Long Creek,NM,S,AL08,FL,{C627B458-0596-47E9-8866-ADA1045054DB},0.546680951583000,-448538
62,1,62,F-58,30.731188000000000,-86.801224000000005,29686,FL: Santa Rosa Co.,FAMU Field Station: 2nd Creek at Blackwater River; Holt,male,23.42,25.25,38.759999999999998,6.86,NA,,174647,03140104,0314010402,031401040205,22464.877215000000433,0.000000000000000, , ,Blackwater River,NM,S,031401040304,Ninemile Creek-Blackwater River,NM,S,AL08,FL,{182D5BE4-240E-48AE-827E-8B91C2724DAD},0.501062969132000,-448506
63,1,63,F-124,30.766278000000000,-86.635814999999994,29687,FL: Okaloosa Co.,Mill Creek at Hwy 397 (Milligan),male,21.64,22.87,36.590000000000003,7.81,NA,,174652,03140103,0314010304,031401030406,19158.459177000000636,0.000000000000000, , ,Middle Yellow River,NM,S,031401030801,Baggett Creek-Yellow River,NM,S,AL08,FL,{F8F2A472-CE4C-436A-B5E8-A92A1820E642},0.500857505715000,-448511
64,1,64,F-125,30.766278000000000,-86.635814999999994,29687,FL: Okaloosa Co.,Mill Creek at Hwy 397 (Milligan),female,26.49,29.45,44.890000000000001,7.7,NA,,174652,03140103,0314010304,031401030406,19158.459177000000636,0.000000000000000, , ,Middle Yellow River,NM,S,031401030801,Baggett Creek-Yellow River,NM,S,AL08,FL,{F8F2A472-CE4C-436A-B5E8-A92A1820E642},0.500857505715000,-448511
65,1,65,F-35,30.731188000000000,-86.801224000000005,29688,FL: Santa Rosa Co.,Riley Spring Branch,female,24.61,26.37,39.640000000000001,7.19,NA,,174647,03140104,0314010402,031401040205,22464.877215000000433,0.000000000000000, , ,Blackwater River,NM,S,031401040304,Ninemile Creek-Blackwater River,NM,S,AL08,FL,{182D5BE4-240E-48AE-827E-8B91C2724DAD},0.501062969132000,-448506
66,1,66,F-36,30.731188000000000,-86.801224000000005,29688,FL: Santa Rosa Co.,Riley Spring Branch,male,22.95,24.32,37.939999999999998,6.49,NA,,174647,03140104,0314010402,031401040205,22464.877215000000433,0.000000000000000, , ,Blackwater River,NM,S,031401040304,Ninemile Creek-Blackwater River,NM,S,AL08,FL,{182D5BE4-240E-48AE-827E-8B91C2724DAD},0.501062969132000,-448506
67,1,67,F-14,30.426304999999999,-85.295137999999994,29708,FL: Calhoun Co.,Juniper Creek at Hwy 20; near Clarksville,female,23.68,25.56,39.810000000000002,7.54,NA,,230518,03130012,0313001205,031300120505,36414.688517800001136,0.000000000000000, , ,Tenmile Creek-Chipola River,NM,S,031300120504,Juniper Creek-Chipola River,NM,S,FL01,FL,{3717A947-394D-4E8A-8A03-05F6FB9CB61A},0.892268555881000,-449540
68,1,68,F-15,30.426304999999999,-85.295137999999994,29708,FL: Calhoun Co.,Juniper Creek at Hwy 20; near Clarksville,male,21.49,23.48,38.430000000000000,7.44,NA,,230518,03130012,0313001205,031300120505,36414.688517800001136,0.000000000000000, , ,Tenmile Creek-Chipola River,NM,S,031300120504,Juniper Creek-Chipola River,NM,S,FL01,FL,{3717A947-394D-4E8A-8A03-05F6FB9CB61A},0.892268555881000,-449540
69,1,69,F-128,30.426304999999999,-85.295137999999994,29712,FL: Calhoun Co.,Juniper Creek at Hwy 20,male,21.61,23.78,37.210000000000001,7.86,NA,,230518,03130012,0313001205,031300120505,36414.688517800001136,0.000000000000000, , ,Tenmile Creek-Chipola River,NM,S,031300120504,Juniper Creek-Chipola River,NM,S,FL01,FL,{3717A947-394D-4E8A-8A03-05F6FB9CB61A},0.892268555881000,-449540
70,1,70,F-130,30.426304999999999,-85.295137999999994,29712,FL: Calhoun Co.,Juniper Creek at Hwy 20,female,24.5,25.8,39.680000000000000,7.13,NA,,230518,03130012,0313001205,031300120505,36414.688517800001136,0.000000000000000, , ,Tenmile Creek-Chipola River,NM,S,031300120504,Juniper Creek-Chipola River,NM,S,FL01,FL,{3717A947-394D-4E8A-8A03-05F6FB9CB61A},0.892268555881000,-449540
71,1,71,F-131,30.426304999999999,-85.295137999999994,29712,FL: Calhoun Co.,Juniper Creek at Hwy 20,male,23.46,24.92,39.600000000000001,6.73,NA,,230518,03130012,0313001205,031300120505,36414.688517800001136,0.000000000000000, , ,Tenmile Creek-Chipola River,NM,S,031300120504,Juniper Creek-Chipola River,NM,S,FL01,FL,{3717A947-394D-4E8A-8A03-05F6FB9CB61A},0.892268555881000,-449540
72,1,72,F-132,30.426304999999999,-85.295137999999994,29712,FL: Calhoun Co.,Juniper Creek at Hwy 20,female,24.37,25.72,38.710000000000001,6.92,NA,,230518,03130012,0313001205,031300120505,36414.688517800001136,0.000000000000000, , ,Tenmile Creek-Chipola River,NM,S,031300120504,Juniper Creek-Chipola River,NM,S,FL01,FL,{3717A947-394D-4E8A-8A03-05F6FB9CB61A},0.892268555881000,-449540
73,1,73,A-03,31.028462999999999,-86.708842000000004,29714,AL: Escambia Co.,Blackwater Creek at Bradley,male,22.97,24.55,38.229999999999997,6.46,NA,,174760,03140104,0314010401,031401040102,20809.443446900000708,0.000000000000000, , ,Upper Blackwater River,NM,S,031401040103,Blackwater Creek,NM,S,AL08,AL,{A078DC23-E214-47B0-A978-660301E7DF3A},0.503611176507000,-448608
74,1,74,A-04,31.028462999999999,-86.708842000000004,29714,AL: Escambia Co.,Blackwater Creek at Bradley,female,25.58,26.95,39.479999999999997,6.84,NA,,174760,03140104,0314010401,031401040102,20809.443446900000708,0.000000000000000, , ,Upper Blackwater River,NM,S,031401040103,Blackwater Creek,NM,S,AL08,AL,{A078DC23-E214-47B0-A978-660301E7DF3A},0.503611176507000,-448608
75,1,75,A-06,31.028462999999999,-86.708842000000004,29714,AL: Escambia Co.,Conecuh NF: Blackwater Creek at Bradley,female,25.52,27.24,41.100000000000001,6.9,NA,,174760,03140104,0314010401,031401040102,20809.443446900000708,0.000000000000000, , ,Upper Blackwater River,NM,S,031401040103,Blackwater Creek,NM,S,AL08,AL,{A078DC23-E214-47B0-A978-660301E7DF3A},0.503611176507000,-448608
76,1,76,A-07,31.028462999999999,-86.708842000000004,29714,AL: Escambia Co.,Conecuh NF: Blackwater Creek at Bradley,female,25.87,27.92,41.119999999999997,6.93,NA,,174760,03140104,0314010401,031401040102,20809.443446900000708,0.000000000000000, , ,Upper Blackwater River,NM,S,031401040103,Blackwater Creek,NM,S,AL08,AL,{A078DC23-E214-47B0-A978-660301E7DF3A},0.503611176507000,-448608
77,1,77,A-08,31.028462999999999,-86.708842000000004,29714,AL: Escambia Co.,Conecuh NF: Blackwater Creek at Bradley,male,23.85,24.56,38.719999999999999,6.46,NA,,174760,03140104,0314010401,031401040102,20809.443446900000708,0.000000000000000, , ,Upper Blackwater River,NM,S,031401040103,Blackwater Creek,NM,S,AL08,AL,{A078DC23-E214-47B0-A978-660301E7DF3A},0.503611176507000,-448608
78,1,78,A-09,31.028462999999999,-86.708842000000004,29714,AL: Escambia Co.,Conecuh NF: Blackwater Creek at Bradley,male,23.85,24.54,38.420000000000002,6.77,NA,,174760,03140104,0314010401,031401040102,20809.443446900000708,0.000000000000000, , ,Upper Blackwater River,NM,S,031401040103,Blackwater Creek,NM,S,AL08,AL,{A078DC23-E214-47B0-A978-660301E7DF3A},0.503611176507000,-448608
79,1,79,A-10,31.028462999999999,-86.708842000000004,29714,AL: Escambia Co.,Conecuh NF: Blackwater Creek at Bradley,female,25.52,26.88,39.329999999999998,6.82,NA,,174760,03140104,0314010401,031401040102,20809.443446900000708,0.000000000000000, , ,Upper Blackwater River,NM,S,031401040103,Blackwater Creek,NM,S,AL08,AL,{A078DC23-E214-47B0-A978-660301E7DF3A},0.503611176507000,-448608
80,1,80,A-11,31.028462999999999,-86.708842000000004,29714,AL: Escambia Co.,Conecuh NF: Blackwater Creek at Bradley,female,24.82,26.07,38.119999999999997,6.24,NA,,174760,03140104,0314010401,031401040102,20809.443446900000708,0.000000000000000, , ,Upper Blackwater River,NM,S,031401040103,Blackwater Creek,NM,S,AL08,AL,{A078DC23-E214-47B0-A978-660301E7DF3A},0.503611176507000,-448608
81,1,81,F-122,30.426304999999999,-85.295137999999994,29715,FL: Calhoun Co.,Juniper Creek at Hwy 20 West of Clarksville,male,22.46,24.1,38.210000000000001,7.32,NA,,230518,03130012,0313001205,031300120505,36414.688517800001136,0.000000000000000, , ,Tenmile Creek-Chipola River,NM,S,031300120504,Juniper Creek-Chipola River,NM,S,FL01,FL,{3717A947-394D-4E8A-8A03-05F6FB9CB61A},0.892268555881000,-449540
82,1,82,F-16,30.426304999999999,-85.295137999999994,29715,FL: Calhoun Co.,Juniper Creek at Hwy 20; near Clarksville,male,21.82,23.21,36.189999999999998,6.62,NA,,230518,03130012,0313001205,031300120505,36414.688517800001136,0.000000000000000, , ,Tenmile Creek-Chipola River,NM,S,031300120504,Juniper Creek-Chipola River,NM,S,FL01,FL,{3717A947-394D-4E8A-8A03-05F6FB9CB61A},0.892268555881000,-449540
83,1,83,F-126,30.525044999999999,-84.969880000000003,29716,FL: Liberty Co.,Sweetwater Creek and Route 270 near Bristol,female,28.98,30.08,46.340000000000003,7.11,NA,,230458,03130011,0313001104,031300110402,10932.775961699999243,0.000000000000000, , ,Stafford Creek-Apalachicola River,NM,S,031300110404,Sweetwater Creek-Apalachicola River,NM,S,FL01,FL,{868DD2A9-52C0-4E90-991B-407D9606E844},0.316140766217000,-449480
84,1,84,F-127,30.525044999999999,-84.969880000000003,29716,FL: Liberty Co.,Sweetwater Creek and Route 270 near Bristol,male,25.6,27.66,43.869999999999997,7.41,NA,,230458,03130011,0313001104,031300110402,10932.775961699999243,0.000000000000000, , ,Stafford Creek-Apalachicola River,NM,S,031300110404,Sweetwater Creek-Apalachicola River,NM,S,FL01,FL,{868DD2A9-52C0-4E90-991B-407D9606E844},0.316140766217000,-449480
85,1,85,F-123,30.426304999999999,-85.295137999999994,30058,FL: Calhoun Co.,Juniper Creek at Hwy 20 West of Clarksville,male,21.29,23.09,37.469999999999999,6.85,NA,,230518,03130012,0313001205,031300120505,36414.688517800001136,0.000000000000000, , ,Tenmile Creek-Chipola River,NM,S,031300120504,Juniper Creek-Chipola River,NM,S,FL01,FL,{3717A947-394D-4E8A-8A03-05F6FB9CB61A},0.892268555881000,-449540
86,1,86,F-40,30.426304999999999,-85.295137999999994,30058,FL: Calhoun Co.,Juniper Creek at Hwy 20 West of Clarksville,male,23,24.02,38.390000000000001,6.57,NA,,230518,03130012,0313001205,031300120505,36414.688517800001136,0.000000000000000, , ,Tenmile Creek-Chipola River,NM,S,031300120504,Juniper Creek-Chipola River,NM,S,FL01,FL,{3717A947-394D-4E8A-8A03-05F6FB9CB61A},0.892268555881000,-449540
87,1,87,F-41,30.426304999999999,-85.295137999999994,30058,FL: Calhoun Co.,Juniper Creek at Hwy 20 West of Clarksville,female,26.56,28,41.750000000000000,6.81,NA,,230518,03130012,0313001205,031300120505,36414.688517800001136,0.000000000000000, , ,Tenmile Creek-Chipola River,NM,S,031300120504,Juniper Creek-Chipola River,NM,S,FL01,FL,{3717A947-394D-4E8A-8A03-05F6FB9CB61A},0.892268555881000,-449540
88,1,88,F-33,30.426304999999999,-85.295137999999994,30472,FL: Calhoun Co.,Juniper Creek at Route 20,male,22.51,23.61,37.020000000000003,6.48,NA,,230518,03130012,0313001205,031300120505,36414.688517800001136,0.000000000000000, , ,Tenmile Creek-Chipola River,NM,S,031300120504,Juniper Creek-Chipola River,NM,S,FL01,FL,{3717A947-394D-4E8A-8A03-05F6FB9CB61A},0.892268555881000,-449540
89,1,89,F-34,30.426304999999999,-85.295137999999994,30472,FL: Calhoun Co.,Juniper Creek at Route 20,female,24.38,25.96,39.140000000000001,6.93,NA,,230518,03130012,0313001205,031300120505,36414.688517800001136,0.000000000000000, , ,Tenmile Creek-Chipola River,NM,S,031300120504,Juniper Creek-Chipola River,NM,S,FL01,FL,{3717A947-394D-4E8A-8A03-05F6FB9CB61A},0.892268555881000,-449540
90,1,90,F-37,30.426304999999999,-85.295137999999994,30472,FL: Calhoun Co.,Juniper Creek at Route 20,male,21.19,22.6,37.270000000000003,6.51,NA,,230518,03130012,0313001205,031300120505,36414.688517800001136,0.000000000000000, , ,Tenmile Creek-Chipola River,NM,S,031300120504,Juniper Creek-Chipola River,NM,S,FL01,FL,{3717A947-394D-4E8A-8A03-05F6FB9CB61A},0.892268555881000,-449540
91,1,91,F-38,30.426304999999999,-85.295137999999994,30472,FL: Calhoun Co.,Juniper Creek at Route 20,female,24.29,25.41,37.530000000000001,6.92,NA,,230518,03130012,0313001205,031300120505,36414.688517800001136,0.000000000000000, , ,Tenmile Creek-Chipola River,NM,S,031300120504,Juniper Creek-Chipola River,NM,S,FL01,FL,{3717A947-394D-4E8A-8A03-05F6FB9CB61A},0.892268555881000,-449540
92,1,92,F-80,30.426304999999999,-85.295137999999994,30472,FL: Calhoun Co.,Juniper Creek at Route 20,female,23.33,25.01,38.020000000000003,7.76,NA,,230518,03130012,0313001205,031300120505,36414.688517800001136,0.000000000000000, , ,Tenmile Creek-Chipola River,NM,S,031300120504,Juniper Creek-Chipola River,NM,S,FL01,FL,{3717A947-394D-4E8A-8A03-05F6FB9CB61A},0.892268555881000,-449540
93,1,93,F-114,30.731188000000000,-86.801224000000005,30778,FL: Santa Rosa Co.,Blackwater River SF: 2nd Creek past Riley Bluff near Holt,male,22.77,24.26,39.409999999999997,7.41,NA,,174647,03140104,0314010402,031401040205,22464.877215000000433,0.000000000000000, , ,Blackwater River,NM,S,031401040304,Ninemile Creek-Blackwater River,NM,S,AL08,FL,{182D5BE4-240E-48AE-827E-8B91C2724DAD},0.501062969132000,-448506
94,1,94,F-48,30.731188000000000,-86.801224000000005,30778,FL: Santa Rosa Co.,Blackwater River SF: 2nd Creek past Riley Bluff near Holt,female,26.19,27.61,42.649999999999999,7.31,NA,,174647,03140104,0314010402,031401040205,22464.877215000000433,0.000000000000000, , ,Blackwater River,NM,S,031401040304,Ninemile Creek-Blackwater River,NM,S,AL08,FL,{182D5BE4-240E-48AE-827E-8B91C2724DAD},0.501062969132000,-448506
95,1,95,F-85,30.731188000000000,-86.801224000000005,31879,FL: Santa Rosa Co.,Riley Spring Branch NW of Holt,male,23.4,25.24,40.219999999999999,7.18,NA,,174647,03140104,0314010402,031401040205,22464.877215000000433,0.000000000000000, , ,Blackwater River,NM,S,031401040304,Ninemile Creek-Blackwater River,NM,S,AL08,FL,{182D5BE4-240E-48AE-827E-8B91C2724DAD},0.501062969132000,-448506
96,1,96,G-01,32.389311999999997,-84.297135999999995,31927,GA: Taylor Co.,"Cedar Creek, Hwy 19, Rupert",female,27.02,28.81,43.090000000000003,7.39,NA,,231749,03130005,0313000515,031300051505,30588.755492899999808,0.000000000000000, , ,Whitewater Creek,NM,S,031300051507,Lower Cedar Creek,NM,S,GA04,GA,{43321C42-B983-4B6F-BB81-CDBFF13E65C4},0.684071039124000,-450254
97,1,97,G-02,32.389311999999997,-84.297135999999995,31927,GA: Taylor Co.,"Cedar Creek, Hwy 19, Rupert",female,26.18,27.65,42.460000000000001,7.2,NA,,231749,03130005,0313000515,031300051505,30588.755492899999808,0.000000000000000, , ,Whitewater Creek,NM,S,031300051507,Lower Cedar Creek,NM,S,GA04,GA,{43321C42-B983-4B6F-BB81-CDBFF13E65C4},0.684071039124000,-450254
98,1,98,G-03,32.389311999999997,-84.297135999999995,31927,GA: Taylor Co.,"Cedar Creek, Hwy 19, Rupert",male,24.4,26.07,42.640000000000001,7.37,NA,,231749,03130005,0313000515,031300051505,30588.755492899999808,0.000000000000000, , ,Whitewater Creek,NM,S,031300051507,Lower Cedar Creek,NM,S,GA04,GA,{43321C42-B983-4B6F-BB81-CDBFF13E65C4},0.684071039124000,-450254
99,1,99,G-04,32.389311999999997,-84.297135999999995,31927,GA: Taylor Co.,"Cedar Creek, Hwy 19, Rupert",male,26.07,27.67,42.299999999999997,7.04,NA,,231749,03130005,0313000515,031300051505,30588.755492899999808,0.000000000000000, , ,Whitewater Creek,NM,S,031300051507,Lower Cedar Creek,NM,S,GA04,GA,{43321C42-B983-4B6F-BB81-CDBFF13E65C4},0.684071039124000,-450254
100,1,100,G-05,32.389311999999997,-84.297135999999995,31927,GA: Taylor Co.,"Cedar Creek, Hwy 19, Rupert",male,24.75,26.21,40.869999999999997,7.23,NA,,231749,03130005,0313000515,031300051505,30588.755492899999808,0.000000000000000, , ,Whitewater Creek,NM,S,031300051507,Lower Cedar Creek,NM,S,GA04,GA,{43321C42-B983-4B6F-BB81-CDBFF13E65C4},0.684071039124000,-450254
101,1,101,G-06,32.389311999999997,-84.297135999999995,31927,GA: Taylor Co.,"Cedar Creek, Hwy 19, Rupert",male,25.72,26.99,40.659999999999997,6.83,NA,,231749,03130005,0313000515,031300051505,30588.755492899999808,0.000000000000000, , ,Whitewater Creek,NM,S,031300051507,Lower Cedar Creek,NM,S,GA04,GA,{43321C42-B983-4B6F-BB81-CDBFF13E65C4},0.684071039124000,-450254
102,1,102,G-07,32.389311999999997,-84.297135999999995,31927,GA: Taylor Co.,"Cedar Creek, Hwy 19, Rupert",male,24.77,26.5,40.219999999999999,7.06,NA,,231749,03130005,0313000515,031300051505,30588.755492899999808,0.000000000000000, , ,Whitewater Creek,NM,S,031300051507,Lower Cedar Creek,NM,S,GA04,GA,{43321C42-B983-4B6F-BB81-CDBFF13E65C4},0.684071039124000,-450254
103,1,103,G-08,32.389311999999997,-84.297135999999995,31927,GA: Taylor Co.,"Cedar Creek, Hwy 19, Rupert",male,24.75,25.96,40.680000000000000,7.4,NA,,231749,03130005,0313000515,031300051505,30588.755492899999808,0.000000000000000, , ,Whitewater Creek,NM,S,031300051507,Lower Cedar Creek,NM,S,GA04,GA,{43321C42-B983-4B6F-BB81-CDBFF13E65C4},0.684071039124000,-450254
104,1,104,G-09,32.389311999999997,-84.297135999999995,31927,GA: Taylor Co.,"Cedar Creek, Hwy 19, Rupert",female,28.21,30.03,45.469999999999999,NA,NA,,231749,03130005,0313000515,031300051505,30588.755492899999808,0.000000000000000, , ,Whitewater Creek,NM,S,031300051507,Lower Cedar Creek,NM,S,GA04,GA,{43321C42-B983-4B6F-BB81-CDBFF13E65C4},0.684071039124000,-450254
105,1,105,F-82,30.567337999999999,-84.946916999999999,32635,FL: Liberty Co.,Torreya SP,male,27.12,28.44,45.219999999999999,8.41,NA,,230445,03130011,0313001103,031300110303,14961.060610900000029,0.000000000000000, , ,Ocheesee Creek-Apalachicola River,NM,S,031300110404,Short Creek,NM,S,FL01,FL,{657F133A-AD33-4282-A804-CD387110CD6C},0.449260536647000,-449467
106,1,106,A-02,31.116738999999999,-86.824686000000000,34095,AL: Escambia Co.,Mendenhall Creek; Co. road 53,male,21.84,23.32,36.560000000000002,6.42,NA,,174780,03140304,0314030405,031403040503,26165.839876699999877,0.000000000000000, , ,Conecuh River,NM,S,031403040505,Clear Creek-Conecuh River,NM,S,AL08,AL,{579C3770-49B9-4FE0-9BDE-E5571D0E4CBC},0.552421962950000,-448622
107,1,107,A-01,31.012799999999999,-86.808188000000001,34438,AL: Escambia Co.,"Conecuh NF: South of Parker Springs; 1 mile West of SR-11, Barney Creek",male,22.35,23.7,36.899999999999999,6.13,NA,,174722,03140104,0314010403,031401040301,19379.813551899998856,0.000000000000000, , ,Big Juniper Creek,NM,S,031401040302,Upper Sweetwater Creek,NM,S,AL08,"AL,FL",{828E3A8D-340C-4E83-B3B2-277CADA34C7E},0.429413962110000,-448576
108,1,108,A-05,31.012799999999999,-86.808188000000001,34439,AL: Escambia Co.,Conecuh NF: Barney Creek; 1 mile West of Hwy 11,male,21.73,24.63,39.180000000000000,6.83,NA,,174722,03140104,0314010403,031401040301,19379.813551899998856,0.000000000000000, , ,Big Juniper Creek,NM,S,031401040302,Upper Sweetwater Creek,NM,S,AL08,"AL,FL",{828E3A8D-340C-4E83-B3B2-277CADA34C7E},0.429413962110000,-448576
109,1,109,F-83,30.872949999999999,-87.322175000000001,34819,FL: Escambia Co.,"Mitchell Creek, Hwy 29",male,23.01,24.82,40.100000000000001,7.53,NA,,174691,03140305,0314030504,031403050403,38079.715774099997361,0.000000000000000, , ,Canoe Creek-Escambia River,NM,S,031403050404,Chumukla Springs,NM,S,AL08,FL,{236011E5-86DA-4540-91DB-2AD20830C5B4},0.678135772517000,-448548
110,1,110,F-86,30.742872999999999,-86.806746000000004,35164,FL: Santa Rosa Co.,Blackwater River SF: Ates Creek bridge North entrance to Hatchery,male,23.22,25.23,40.329999999999998,6.85,NA,,174647,03140104,0314010402,031401040205,22464.877215000000433,0.000000000000000, , ,Blackwater River,NM,S,031401040304,Ninemile Creek-Blackwater River,NM,S,AL08,FL,{182D5BE4-240E-48AE-827E-8B91C2724DAD},0.501062969132000,-448506
111,1,111,F-87,30.742872999999999,-86.806746000000004,35164,FL: Santa Rosa Co.,Blackwater River SF: Ates Creek bridge North entrance to Hatchery,female,26.55,28.25,42.600000000000001,7.04,NA,,174647,03140104,0314010402,031401040205,22464.877215000000433,0.000000000000000, , ,Blackwater River,NM,S,031401040304,Ninemile Creek-Blackwater River,NM,S,AL08,FL,{182D5BE4-240E-48AE-827E-8B91C2724DAD},0.501062969132000,-448506
112,1,112,F-89,30.742872999999999,-86.806746000000004,35164,FL: Santa Rosa Co.,Blackwater River SF: Ates Creek bridge North entrance to Hatchery,female,26.04,28.28,42.130000000000003,6.51,NA,,174647,03140104,0314010402,031401040205,22464.877215000000433,0.000000000000000, , ,Blackwater River,NM,S,031401040304,Ninemile Creek-Blackwater River,NM,S,AL08,FL,{182D5BE4-240E-48AE-827E-8B91C2724DAD},0.501062969132000,-448506
113,1,113,F-90,30.742872999999999,-86.806746000000004,35165,FL: Santa Rosa Co.,Blackwater River SF: Ates Creek bridge North entrance to Hatchery,male,22.26,24.37,38.549999999999997,6.57,NA,,174647,03140104,0314010402,031401040205,22464.877215000000433,0.000000000000000, , ,Blackwater River,NM,S,031401040304,Ninemile Creek-Blackwater River,NM,S,AL08,FL,{182D5BE4-240E-48AE-827E-8B91C2724DAD},0.501062969132000,-448506
114,1,114,F-91,30.742872999999999,-86.806746000000004,35165,FL: Santa Rosa Co.,Blackwater River SF,male,23.86,25.51,39.030000000000001,6.8,NA,,174647,03140104,0314010402,031401040205,22464.877215000000433,0.000000000000000, , ,Blackwater River,NM,S,031401040304,Ninemile Creek-Blackwater River,NM,S,AL08,FL,{182D5BE4-240E-48AE-827E-8B91C2724DAD},0.501062969132000,-448506
115,1,115,F-92,30.742872999999999,-86.806746000000004,35165,FL: Santa Rosa Co.,Blackwater River SF,male,23.6,25.21,39.829999999999998,6.9,NA,,174647,03140104,0314010402,031401040205,22464.877215000000433,0.000000000000000, , ,Blackwater River,NM,S,031401040304,Ninemile Creek-Blackwater River,NM,S,AL08,FL,{182D5BE4-240E-48AE-827E-8B91C2724DAD},0.501062969132000,-448506
116,1,116,F-50,30.617500000000000,-86.229169999999996,37722,FL: Walton Co.,Eglin AFB: Seeps; 5 miles NW of Portland,female,26.9,28.92,43.180000000000000,7.35,NA,,173607,03140102,0314010202,031401020203,15442.492810800000370,0.000000000000000, , ,Alaqua Creek,NM,S,031401020205,Little Alaqua Creek,NM,S,FL01,FL,{F622BDD6-2C5F-49CC-994E-C9BF94592854},0.364227824519000,-448220
117,1,117,F-49,30.607551999999998,-86.214727999999994,37722,FL: Walton Co.,Eglin AFB: Blount Mill Creek,male,24.39,26.35,40.070000000000000,7.1,NA,,173607,03140102,0314010202,031401020203,15442.492810800000370,0.000000000000000, , ,Alaqua Creek,NM,S,031401020205,Little Alaqua Creek,NM,S,FL01,FL,{F622BDD6-2C5F-49CC-994E-C9BF94592854},0.364227824519000,-448220
118,1,118,F-93,30.607530000000001,-86.214657000000003,37722,FL: Walton Co.,Eglin AFB: Blount Mill Creek,female,26.13,27.51,41.509999999999998,7.17,NA,,173607,03140102,0314010202,031401020203,15442.492810800000370,0.000000000000000, , ,Alaqua Creek,NM,S,031401020205,Little Alaqua Creek,NM,S,FL01,FL,{F622BDD6-2C5F-49CC-994E-C9BF94592854},0.364227824519000,-448220
